time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2005-10-11T13:42:58.830Z,34.461,72.976,10,3.4,mb,7,297.1,NA,0.93,us,usp000e1kw,2014-11-07T01:27:22.558Z,Pakistan,earthquake,NA,NA,NA,1,reviewed,us,us
2005-10-11T12:53:01.870Z,34.307,73.225,18.4,3.4,mb,13,266.7,NA,0.58,us,usp000e1ku,2014-11-07T01:27:22.555Z,Pakistan,earthquake,NA,49.8,NA,2,reviewed,us,us
2005-10-11T11:51:18.790Z,34.139,73.515,10,3.6,mb,16,201,NA,0.86,us,usp000e1kr,2014-11-07T01:27:22.546Z,Pakistan,earthquake,NA,NA,NA,5,reviewed,us,us
2005-10-11T10:55:04.640Z,34.36,73.928,10,3.9,mb,19,200.6,NA,1.07,us,usp000e1kp,2014-11-07T01:27:22.542Z,Pakistan,earthquake,NA,NA,NA,5,reviewed,us,us
2005-10-11T10:39:40.650Z,34.691,72.951,10,4.2,mb,9,201,NA,0.9,us,usp000e1kk,2014-11-07T01:27:22.535Z,Pakistan,earthquake,NA,NA,NA,1,reviewed,us,us
2005-10-11T10:27:51.860Z,34.479,73.104,10,3.9,mb,9,203.9,NA,1.26,us,usp000e1kh,2014-11-07T01:27:22.530Z,Pakistan,earthquake,NA,NA,NA,2,reviewed,us,us
2005-10-11T07:45:11.890Z,34.306,73.981,10,3.5,mb,11,304.6,NA,0.55,us,usp000e1kb,2014-11-07T01:27:22.357Z,Pakistan,earthquake,NA,NA,NA,2,reviewed,us,us
2005-10-11T06:32:00.870Z,34.4,73.265,10,3.4,mb,13,206.7,NA,1.12,us,usp000e1k9,2014-11-07T01:27:22.350Z,Pakistan,earthquake,NA,NA,NA,2,reviewed,us,us
2005-10-11T05:57:47.490Z,34.769,73.106,10,3.7,mb,27,101.6,NA,0.97,us,usp000e1k6,2014-11-07T01:27:22.343Z,Pakistan,earthquake,NA,NA,NA,7,reviewed,us,us
2005-10-11T03:37:56.850Z,10.894,92.296,22.8,5.4,mwb,319,19.6,NA,0.74,us,usp000e1jz,2016-11-10T01:12:50.409Z,"Andaman Islands, India region",earthquake,NA,NA,NA,NA,reviewed,us,us
2005-10-11T02:57:17.170Z,34.721,73.324,10,4.5,mb,44,108,NA,1.24,us,usp000e1jx,2014-11-07T01:27:22.258Z,Pakistan,earthquake,NA,NA,NA,13,reviewed,us,us
2005-10-11T01:24:21.430Z,34.751,73.242,10,3.8,mb,23,111.3,NA,1.36,us,usp000e1ju,2014-11-07T01:27:22.252Z,Pakistan,earthquake,NA,NA,NA,4,reviewed,us,us
2005-10-10T22:16:00.490Z,34.778,73.066,10,3.8,mb,16,148.5,NA,0.74,us,usp000e1jj,2014-11-07T01:27:22.227Z,Pakistan,earthquake,NA,NA,NA,3,reviewed,us,us
2005-10-10T21:57:27.450Z,4.637,94.704,30,4,mb,8,209.1,NA,0.93,us,usp000e1jh,2014-11-07T01:27:22.226Z,off the west coast of northern Sumatra,earthquake,NA,NA,NA,2,reviewed,us,us
2005-10-10T21:53:24.080Z,34.115,73.855,10,3.1,mb,7,308.9,NA,0.32,us,usp000e1jg,2014-11-07T01:27:22.225Z,Pakistan,earthquake,NA,NA,NA,2,reviewed,us,us
2005-10-10T21:42:01.630Z,34.599,73.112,10,3.1,mb,9,214.8,NA,1.19,us,usp000e1je,2014-11-07T01:27:22.222Z,Pakistan,earthquake,NA,NA,NA,2,reviewed,us,us
2005-10-10T21:28:10.390Z,34.55,73.178,10,3.3,mb,12,199.9,NA,1.15,us,usp000e1jd,2014-11-07T01:27:22.220Z,Pakistan,earthquake,NA,NA,NA,1,reviewed,us,us
2005-10-10T20:44:57.560Z,34.687,72.928,10,3.2,mb,9,183.6,NA,1.05,us,usp000e1jb,2014-11-07T01:27:22.216Z,Pakistan,earthquake,NA,NA,NA,2,reviewed,us,us
2005-10-10T20:26:44.100Z,8.035,91.916,30,4.3,mb,17,138.8,NA,0.82,us,usp000e1ja,2014-11-07T01:27:22.214Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,8,reviewed,us,us
2005-10-10T20:03:04.970Z,34.44,73.503,10,3.6,mb,18,152.9,NA,1.14,us,usp000e1j9,2014-11-07T01:27:22.212Z,Pakistan,earthquake,NA,NA,NA,6,reviewed,us,us
2005-10-10T20:00:32.370Z,34.52,73.752,10,3.6,mb,10,218.8,NA,0.54,us,usp000e1j8,2014-11-07T01:27:22.211Z,Pakistan,earthquake,NA,NA,NA,3,reviewed,us,us
2005-10-10T19:51:54.520Z,30.242,83.389,35,4.4,mb,14,84.7,NA,0.8,us,usp000e1j7,2014-11-07T01:27:22.209Z,western Xizang,earthquake,NA,NA,NA,2,reviewed,us,us
2005-10-10T19:50:06.180Z,34.817,73.173,10,4.2,mb,11,180.4,NA,1.03,us,usp000e1j6,2014-11-07T01:27:22.208Z,Pakistan,earthquake,NA,NA,NA,2,reviewed,us,us
2005-10-10T19:46:52.140Z,34.525,72.942,10,4,mb,11,192.9,NA,0.86,us,usp000e1j5,2014-11-07T01:27:22.206Z,Pakistan,earthquake,NA,NA,NA,2,reviewed,us,us
2005-10-10T19:19:36.080Z,34.686,72.953,10,3.8,mb,15,188.8,NA,0.95,us,usp000e1j3,2014-11-07T01:27:22.203Z,Pakistan,earthquake,NA,NA,NA,3,reviewed,us,us
2005-10-10T18:32:09.360Z,34.185,73.521,10,3.8,mb,8,189.9,NA,1.03,us,usp000e1hz,2014-11-07T01:27:22.195Z,Pakistan,earthquake,NA,NA,NA,3,reviewed,us,us
2005-10-10T18:06:56.670Z,36.387,71.053,188.6,3.5,mb,12,201.2,NA,0.65,us,usp000e1hx,2014-11-07T01:27:22.191Z,"Hindu Kush region, Afghanistan",earthquake,NA,27,NA,4,reviewed,us,us
2005-10-10T17:51:27.360Z,11.626,92.847,30,4.1,mb,15,190.4,NA,0.47,us,usp000e1hw,2014-11-07T01:27:22.189Z,"Andaman Islands, India region",earthquake,NA,NA,NA,5,reviewed,us,us
2005-10-10T17:46:58.610Z,34.784,73.358,10,3.4,mb,15,156.4,NA,1.16,us,usp000e1hv,2014-11-07T01:27:22.187Z,Pakistan,earthquake,NA,NA,NA,3,reviewed,us,us
2005-10-10T17:37:55.070Z,7.795,91.714,30,4.4,mb,10,187.4,NA,1.05,us,usp000e1hu,2014-11-07T01:27:22.186Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,5,reviewed,us,us
2005-10-10T15:13:03.620Z,34.513,73.087,10,4.3,mb,10,200,NA,0.87,us,usp000e1hk,2014-11-07T01:27:22.168Z,Pakistan,earthquake,NA,NA,NA,1,reviewed,us,us
2005-10-10T14:15:08.580Z,36.476,70.552,194.9,4.3,mb,50,69.6,NA,0.92,us,usp000e1hc,2014-11-07T01:27:22.139Z,"Hindu Kush region, Afghanistan",earthquake,NA,13.5,NA,21,reviewed,us,us
2005-10-10T13:59:55.110Z,7.589,93.684,30,4,mb,8,217.1,NA,0.9,us,usp000e1hb,2014-11-07T01:27:22.138Z,"Nicobar Islands, India region",earthquake,NA,NA,NA,2,reviewed,us,us
2005-10-10T13:28:17.390Z,34.573,73.337,10,4.6,mb,36,87.7,NA,1,us,usp000e1h9,2014-11-07T01:27:22.133Z,Pakistan,earthquake,NA,NA,NA,11,reviewed,us,us
2005-10-10T13:06:48.020Z,34.851,73.103,10,4.4,mb,15,141.6,NA,1.27,us,usp000e1h7,2014-11-07T01:27:22.129Z,Pakistan,earthquake,NA,NA,NA,3,reviewed,us,us
2005-10-10T12:43:01.660Z,34.708,73.026,10,4.4,mb,32,107.9,NA,1,us,usp000e1h3,2014-11-07T01:27:22.121Z,Pakistan,earthquake,NA,NA,NA,10,reviewed,us,us
2005-10-10T12:38:12.010Z,34.764,73.038,10,4.9,mwc,111,39.1,NA,0.89,us,usp000e1h2,2016-11-10T01:12:49.383Z,Pakistan,earthquake,NA,NA,NA,NA,reviewed,us,hrv
2005-10-10T12:01:36.000Z,5.571,94.52,30,4.7,mb,11,177.7,NA,0.72,us,usp000e1h0,2014-11-07T01:27:22.107Z,"northern Sumatra, Indonesia",earthquake,NA,NA,NA,1,reviewed,us,us
2005-10-10T11:50:37.900Z,34.206,73.045,10,3.8,mb,9,182.8,NA,1.16,us,usp000e1gy,2014-11-07T01:27:22.103Z,Pakistan,earthquake,NA,NA,NA,3,reviewed,us,us
2005-10-10T11:25:20.220Z,34.761,72.889,10,4.6,mb,48,141.5,NA,1.11,us,usp000e1gw,2014-11-07T01:27:22.097Z,Pakistan,earthquake,NA,NA,NA,16,reviewed,us,us
2005-10-10T10:49:06.230Z,34.839,73.747,10,4.8,mb,108,36.1,NA,0.76,us,usp000e1gs,2014-11-07T01:27:22.052Z,Pakistan,earthquake,NA,NA,NA,44,reviewed,us,us
2005-10-10T10:38:11.410Z,34.576,73.194,10,4.2,mb,6,199.9,NA,1.55,us,usp000e1gr,2014-11-07T01:27:22.050Z,Pakistan,earthquake,NA,NA,NA,2,reviewed,us,us
2005-10-10T10:36:20.420Z,34.635,73.284,10,4.6,mb,69,38.5,NA,0.95,us,usp000e1gq,2014-11-07T01:27:22.033Z,Pakistan,earthquake,NA,NA,NA,21,reviewed,us,us
2005-10-10T09:30:40.350Z,34.458,73.019,10,3.3,mb,13,180.8,NA,0.96,us,usp000e1gk,2014-11-07T01:27:22.026Z,Pakistan,earthquake,NA,NA,NA,2,reviewed,us,us
2005-10-10T08:36:56.960Z,34.831,73.416,10,3.3,mb,10,167.5,NA,1.13,us,usp000e1gg,2014-11-07T01:27:22.018Z,Pakistan,earthquake,NA,NA,NA,2,reviewed,us,us
2005-10-10T07:33:09.580Z,34.652,72.974,10,3.9,mb,9,201.1,NA,0.33,us,usp000e1gd,2014-11-07T01:27:22.013Z,Pakistan,earthquake,NA,NA,NA,3,reviewed,us,us
2005-10-10T06:54:29.000Z,34.427,73.208,10,4,mb,31,103.4,NA,1.13,us,usp000e1gb,2014-11-07T01:27:22.008Z,Pakistan,earthquake,NA,NA,NA,8,reviewed,us,us
2005-10-10T06:37:12.590Z,34.733,73.09,10,3.2,mb,9,200.9,NA,0.51,us,usp000e1g8,2014-11-07T01:27:22.003Z,Pakistan,earthquake,NA,NA,NA,2,reviewed,us,us
2005-10-10T06:24:15.840Z,34.168,73.759,10,3.5,mb,12,200.8,NA,0.91,us,usp000e1g6,2014-11-07T01:27:22.000Z,Pakistan,earthquake,NA,NA,NA,4,reviewed,us,us
2005-10-10T06:01:58.960Z,34.483,73.945,10,4.7,mb,93,45,NA,0.88,us,usp000e1g5,2014-11-07T01:27:21.993Z,Pakistan,earthquake,NA,NA,NA,38,reviewed,us,us
2005-10-10T05:21:53.020Z,34.772,73.421,10,3.2,mb,7,214.5,NA,0.66,us,usp000e1g3,2014-11-07T01:27:21.989Z,Pakistan,earthquake,NA,NA,NA,1,reviewed,us,us
2005-10-10T05:00:33.490Z,34.328,73.845,10,3.5,mb,14,203.4,NA,0.75,us,usp000e1g2,2014-11-07T01:27:21.987Z,Pakistan,earthquake,NA,NA,NA,4,reviewed,us,us
2005-10-10T04:55:50.900Z,34.743,72.769,10,3.2,mb,8,201.1,NA,0.93,us,usp000e1g0,2014-11-07T01:27:21.978Z,Pakistan,earthquake,NA,NA,NA,1,reviewed,us,us
2005-10-10T03:43:48.700Z,34.597,73.494,10,3.7,mb,15,199.6,NA,0.89,us,usp000e1fw,2014-11-07T01:27:21.969Z,Pakistan,earthquake,NA,NA,NA,3,reviewed,us,us
2005-10-10T03:41:25.510Z,34.614,72.942,10,3.2,mb,7,194.6,NA,0.25,us,usp000e1fv,2014-11-07T01:27:21.968Z,Pakistan,earthquake,NA,NA,NA,1,reviewed,us,us
2005-10-10T03:21:09.290Z,34.513,72.749,10,3.6,mb,7,168.4,NA,1.17,us,usp000e1fu,2014-11-07T01:27:21.967Z,Pakistan,earthquake,NA,NA,NA,2,reviewed,us,us
2005-10-10T03:05:46.340Z,34.087,73.503,10,3.5,mb,14,200,NA,0.59,us,usp000e1ft,2014-11-07T01:27:21.965Z,Pakistan,earthquake,NA,NA,NA,4,reviewed,us,us
2005-10-10T02:58:02.920Z,34.512,73.229,10,3.5,mb,20,199.9,NA,0.82,us,usp000e1fs,2014-11-07T01:27:21.963Z,Pakistan,earthquake,NA,NA,NA,4,reviewed,us,us
2005-10-10T02:48:43.300Z,34.491,73.887,10,4.5,mb,44,104.1,NA,0.82,us,usp000e1fr,2014-11-07T01:27:21.958Z,Pakistan,earthquake,NA,NA,NA,19,reviewed,us,us
2005-10-10T02:41:37.430Z,34.493,73.128,10,3.3,mb,13,201.1,NA,0.84,us,usp000e1fq,2014-11-07T01:27:21.957Z,Pakistan,earthquake,NA,NA,NA,3,reviewed,us,us
2005-10-10T02:20:10.570Z,34.517,73.051,10,3.2,mb,9,201.1,NA,1.23,us,usp000e1fp,2014-11-07T01:27:21.955Z,Pakistan,earthquake,NA,NA,NA,2,reviewed,us,us
2005-10-10T02:07:45.640Z,5.683,94.639,30,4.7,mb,25,183.3,NA,0.98,us,usp000e1fn,2014-11-07T01:27:21.952Z,"northern Sumatra, Indonesia",earthquake,NA,NA,NA,9,reviewed,us,us
2005-10-10T01:47:37.000Z,34.549,73.224,10,3.9,mb,16,163.7,NA,0.88,us,usp000e1fk,2014-11-07T01:27:21.948Z,Pakistan,earthquake,NA,NA,NA,4,reviewed,us,us
2005-10-10T01:14:18.070Z,34.467,72.921,10,3.4,mb,14,110.2,NA,1.55,us,usp000e1fj,2014-11-07T01:27:21.946Z,Pakistan,earthquake,NA,NA,NA,3,reviewed,us,us
2005-10-10T01:07:08.820Z,12.159,94.7,30,4.2,mb,8,180.1,NA,0.39,us,usp000e1fh,2014-11-07T01:27:21.944Z,"Andaman Islands, India region",earthquake,NA,NA,NA,1,reviewed,us,us
2005-10-10T00:34:58.440Z,34.342,73.407,10,3.1,mb,8,210.1,NA,1.42,us,usp000e1ff,2014-11-07T01:27:21.938Z,Pakistan,earthquake,NA,NA,NA,1,reviewed,us,us
2005-10-10T00:20:32.340Z,34.683,73.084,10,3.3,mb,13,180.6,NA,0.76,us,usp000e1fc,2014-11-07T01:27:21.645Z,Pakistan,earthquake,NA,NA,NA,2,reviewed,us,us
2005-10-10T00:08:51.320Z,34.767,73.257,10,3.3,mb,15,177.4,NA,0.86,us,usp000e1fb,2014-11-07T01:27:21.634Z,Pakistan,earthquake,NA,NA,NA,4,reviewed,us,us
2005-10-09T23:04:56.060Z,34.496,73.108,10,4.3,mb,15,201.1,NA,1.09,us,usp000e1f9,2014-11-07T01:27:21.546Z,Pakistan,earthquake,NA,NA,NA,4,reviewed,us,us
2005-10-09T23:02:37.970Z,34.287,73.376,10,3.7,mb,13,272.9,NA,0.67,us,usp000e1f8,2014-11-07T01:27:21.539Z,Pakistan,earthquake,NA,NA,NA,2,reviewed,us,us
2005-10-09T22:48:13.330Z,34.611,73.197,10,3.3,mb,11,200.9,NA,0.85,us,usp000e1f6,2014-11-07T01:27:21.383Z,Pakistan,earthquake,NA,NA,NA,2,reviewed,us,us
2005-10-09T22:37:53.180Z,34.233,73.788,10,4.4,mb,46,127.1,NA,0.88,us,usp000e1f4,2014-11-07T01:27:21.222Z,Pakistan,earthquake,NA,NA,NA,17,reviewed,us,us
2005-10-09T22:32:06.800Z,34.845,73.202,10,3.8,mb,12,203.6,NA,0.92,us,usp000e1f3,2014-11-07T01:27:21.204Z,Pakistan,earthquake,NA,NA,NA,3,reviewed,us,us
2005-10-09T21:32:03.140Z,34.334,73.644,10,3.1,mb,9,199.7,NA,0.75,us,usp000e1f1,2014-11-07T01:27:21.171Z,Pakistan,earthquake,NA,NA,NA,1,reviewed,us,us
2005-10-09T20:47:18.210Z,34.689,73.056,10,3.6,mb,11,201,NA,0.76,us,usp000e1ev,2014-11-07T01:27:20.916Z,Pakistan,earthquake,NA,NA,NA,2,reviewed,us,us
2005-10-09T19:59:51.150Z,34.287,73.572,10,4.4,mb,24,110.8,NA,0.58,us,usp000e1es,2014-11-07T01:27:20.763Z,Pakistan,earthquake,NA,NA,NA,8,reviewed,us,us
2005-10-09T19:47:01.370Z,34.712,73.003,10,4.9,mwc,218,26.6,NA,0.93,us,usp000e1en,2016-11-10T01:12:47.301Z,Pakistan,earthquake,NA,NA,NA,NA,reviewed,us,hrv
2005-10-09T19:20:37.430Z,34.349,73.7,10,5.3,mwc,429,27.2,NA,0.93,us,usp000e1ek,2016-11-10T01:12:46.808Z,Pakistan,earthquake,NA,NA,NA,NA,reviewed,us,hrv
2005-10-09T19:14:17.450Z,25.878,95.557,97.4,3.6,mb,10,164.8,NA,0.62,us,usp000e1ej,2014-11-07T01:27:20.676Z,Myanmar,earthquake,NA,17.6,NA,3,reviewed,us,us
2005-10-09T19:03:49.350Z,34.641,73.025,10,4.3,mb,16,114.4,NA,1.06,us,usp000e1eh,2014-11-07T01:27:20.674Z,Pakistan,earthquake,NA,NA,NA,3,reviewed,us,us
2005-10-09T18:52:59.250Z,34.596,73.109,7.4,4.5,mb,45,105.7,NA,0.63,us,usp000e1eg,2014-11-07T01:27:20.670Z,Pakistan,earthquake,NA,19.1,NA,18,reviewed,us,us
2005-10-09T18:42:21.700Z,10.856,92.536,30,3.9,mb,10,183.8,NA,1.39,us,usp000e1ef,2014-11-07T01:27:20.668Z,"Andaman Islands, India region",earthquake,NA,NA,NA,1,reviewed,us,us
2005-10-09T18:41:00.390Z,25.374,95.692,82.7,4,mb,10,142.3,NA,1.07,us,usp000e1ee,2014-11-07T01:27:20.667Z,Myanmar,earthquake,NA,21.4,NA,1,reviewed,us,us
2005-10-09T18:28:19.470Z,34.305,73.593,10,4.5,mb,50,82.6,NA,0.74,us,usp000e1ec,2014-11-07T01:27:20.661Z,Pakistan,earthquake,NA,NA,NA,22,reviewed,us,us
2005-10-09T17:56:49.070Z,34.4,73.914,10,3.5,mb,10,214.2,NA,1.16,us,usp000e1eb,2014-11-07T01:27:20.660Z,Pakistan,earthquake,NA,NA,NA,2,reviewed,us,us
2005-10-09T17:22:08.560Z,34.555,73.075,10,3.6,mb,11,169.3,NA,1.61,us,usp000e1e9,2014-11-07T01:27:20.653Z,Pakistan,earthquake,NA,NA,NA,3,reviewed,us,us
2005-10-09T17:09:34.970Z,34.236,73.416,10,3.9,mb,12,102,NA,1.48,us,usp000e1e6,2014-11-07T01:27:20.647Z,Pakistan,earthquake,NA,NA,NA,3,reviewed,us,us
2005-10-09T16:48:57.670Z,34.594,73.243,10,4,mb,14,200.9,NA,0.84,us,usp000e1e4,2014-11-07T01:27:20.638Z,Pakistan,earthquake,NA,NA,NA,3,reviewed,us,us
2005-10-09T16:25:40.240Z,34.706,73.073,10,4.1,mb,7,201,NA,0.79,us,usp000e1e2,2014-11-07T01:27:20.635Z,Pakistan,earthquake,NA,NA,NA,1,reviewed,us,us
2005-10-09T16:24:04.050Z,34.741,73.449,10,3.9,mb,16,200.7,NA,1.29,us,usp000e1e0,2014-11-07T01:27:20.632Z,Pakistan,earthquake,NA,NA,NA,4,reviewed,us,us
2005-10-09T16:19:12.330Z,34.538,73.008,10,3.7,mb,15,201.1,NA,1.21,us,usp000e1dz,2014-11-07T01:27:20.631Z,Pakistan,earthquake,NA,NA,NA,2,reviewed,us,us
2005-10-09T16:15:42.190Z,34.747,73.207,10,3.5,mb,11,200.8,NA,0.62,us,usp000e1dx,2014-11-07T01:27:20.627Z,Pakistan,earthquake,NA,NA,NA,3,reviewed,us,us
2005-10-09T15:01:22.870Z,34.031,73.645,10,4.4,mb,13,201,NA,0.97,us,usp000e1dw,2014-11-07T01:27:20.626Z,Pakistan,earthquake,NA,NA,NA,3,reviewed,us,us
2005-10-09T14:56:47.520Z,34.762,73.355,10,4.9,mb,140,38.2,NA,0.82,us,usp000e1dv,2014-11-07T01:27:20.615Z,Pakistan,earthquake,NA,NA,NA,72,reviewed,us,us
2005-10-09T14:43:38.650Z,34.381,73.517,10,4.2,mb,37,177.9,NA,0.78,us,usp000e1du,2014-11-07T01:27:20.612Z,Pakistan,earthquake,NA,NA,NA,13,reviewed,us,us
2005-10-09T14:17:24.530Z,34.677,73.486,10,3.7,mb,7,200.7,NA,0.17,us,usp000e1dt,2014-11-07T01:27:20.611Z,Pakistan,earthquake,NA,NA,NA,2,reviewed,us,us
2005-10-09T14:03:56.120Z,34.492,73.121,10,3.6,mb,25,187.7,NA,1.49,us,usp000e1dq,2014-11-07T01:27:20.604Z,Pakistan,earthquake,NA,NA,NA,6,reviewed,us,us
2005-10-09T13:34:59.940Z,34.61,73.192,10,4.6,mb,65,61.8,NA,0.78,us,usp000e1dm,2014-11-07T01:27:20.586Z,Pakistan,earthquake,NA,NA,NA,26,reviewed,us,us
2005-10-09T13:33:26.520Z,34.733,73.009,10,3.3,mb,9,203.8,NA,1.32,us,usp000e1dk,2014-11-07T01:27:20.585Z,Pakistan,earthquake,NA,NA,NA,1,reviewed,us,us
2005-10-09T13:18:15.100Z,34.498,73.191,10,3.4,mb,17,199.9,NA,0.71,us,usp000e1dh,2014-11-07T01:27:20.581Z,Pakistan,earthquake,NA,NA,NA,2,reviewed,us,us
2005-10-09T13:16:54.310Z,34.399,73.556,10,3.1,mb,9,199.7,NA,0.81,us,usp000e1dg,2014-11-07T01:27:20.580Z,Pakistan,earthquake,NA,NA,NA,1,reviewed,us,us
2005-10-09T12:45:28.500Z,5.466,95.731,30,4.5,mb,35,64.6,NA,0.93,us,usp000e1de,2014-11-07T01:27:20.575Z,"northern Sumatra, Indonesia",earthquake,NA,NA,NA,8,reviewed,us,us
2005-10-09T12:38:13.950Z,34.782,73.114,10,4.9,mwc,196,38.9,NA,0.9,us,usp000e1dd,2016-11-10T01:12:45.698Z,Pakistan,earthquake,NA,NA,NA,NA,reviewed,us,hrv
2005-10-09T11:58:20.380Z,34.589,73.127,10,4.4,mb,11,177.9,NA,1.14,us,usp000e1d8,2014-11-07T01:27:20.543Z,Pakistan,earthquake,NA,NA,NA,1,reviewed,us,us
2005-10-09T11:40:42.370Z,34.34,73.66,10,3.6,mb,14,195.5,NA,1.25,us,usp000e1d6,2014-11-07T01:27:20.540Z,Pakistan,earthquake,NA,NA,NA,1,reviewed,us,us
2005-10-09T11:30:42.640Z,34.305,73.589,10,4.5,mb,68,67.7,NA,0.96,us,usp000e1d5,2014-11-07T01:27:20.534Z,Pakistan,earthquake,NA,NA,NA,25,reviewed,us,us
2005-10-09T11:21:43.920Z,34.658,73.135,10,5,mwc,162,28.8,NA,0.83,us,usp000e1d3,2016-11-10T01:12:45.186Z,Pakistan,earthquake,NA,NA,NA,NA,reviewed,us,hrv
2005-10-09T11:08:01.630Z,34.621,73.179,10,3.6,mb,11,199.9,NA,0.79,us,usp000e1cz,2014-11-07T01:27:20.501Z,Pakistan,earthquake,NA,NA,NA,2,reviewed,us,us
2005-10-09T10:56:26.840Z,34.476,73.287,10,3.8,mb,31,105.7,NA,1.29,us,usp000e1cx,2014-11-07T01:27:20.497Z,Pakistan,earthquake,NA,NA,NA,6,reviewed,us,us
2005-10-09T10:49:02.690Z,34.546,73.177,10,3.4,mb,8,201,NA,0.7,us,usp000e1cw,2014-11-07T01:27:20.496Z,Pakistan,earthquake,NA,NA,NA,1,reviewed,us,us
2005-10-09T10:19:26.780Z,34.732,73.145,10,3.3,mb,19,200.9,NA,0.79,us,usp000e1cv,2014-11-07T01:27:20.494Z,Pakistan,earthquake,NA,NA,NA,7,reviewed,us,us
2005-10-09T10:05:22.490Z,34.164,73.375,10,3.6,mb,16,161.1,NA,0.71,us,usp000e1cs,2014-11-07T01:27:20.490Z,Pakistan,earthquake,NA,NA,NA,4,reviewed,us,us
2005-10-09T09:56:17.020Z,34.181,73.496,10,3.3,mb,9,230.8,NA,1.22,us,usp000e1cr,2014-11-07T01:27:20.488Z,Pakistan,earthquake,NA,NA,NA,2,reviewed,us,us
2005-10-09T09:26:36.230Z,34.544,73.099,10,4.8,mb,98,52.3,NA,0.86,us,usp000e1cp,2014-11-07T01:27:20.475Z,Pakistan,earthquake,NA,NA,NA,34,reviewed,us,us
2005-10-09T09:22:33.490Z,34.636,73.324,10,4.9,mwc,175,56.8,NA,1.05,us,usp000e1cm,2016-11-10T01:12:44.700Z,Pakistan,earthquake,NA,NA,NA,NA,reviewed,us,hrv
2005-10-09T09:17:00.950Z,34.631,73.13,10,3.9,mb,19,199.9,NA,0.78,us,usp000e1cj,2014-11-07T01:27:20.444Z,Pakistan,earthquake,NA,NA,NA,5,reviewed,us,us
2005-10-09T09:15:08.680Z,34.318,73.737,10,3.8,mb,13,199.7,NA,1.32,us,usp000e1cg,2014-11-07T01:27:20.440Z,Pakistan,earthquake,NA,NA,NA,4,reviewed,us,us
2005-10-09T08:59:33.700Z,34.579,73.242,10,4.8,mwc,154,36.5,NA,0.71,us,usp000e1cc,2016-11-10T01:12:44.217Z,Pakistan,earthquake,NA,NA,NA,NA,reviewed,us,hrv
2005-10-09T08:58:47.700Z,34.722,73.165,10,4.8,mb,42,40,NA,0.94,us,usp000e1cb,2014-11-07T01:27:20.415Z,Pakistan,earthquake,NA,NA,NA,14,reviewed,us,us
2005-10-09T08:42:51.650Z,34.507,73.347,10,4,mb,10,199.8,NA,1.39,us,usp000e1c9,2014-11-07T01:27:20.413Z,Pakistan,earthquake,NA,NA,NA,2,reviewed,us,us
2005-10-09T08:34:03.160Z,34.702,73.198,10,5,mb,29,94.3,NA,0.63,us,usp000e1c7,2014-11-07T01:27:20.408Z,Pakistan,earthquake,NA,NA,NA,5,reviewed,us,us
2005-10-09T08:30:01.100Z,34.67,73.182,7,5.7,mwc,419,21.3,NA,1.02,us,usp000e1c6,2017-04-26T18:04:54.625Z,Pakistan,earthquake,NA,NA,NA,NA,reviewed,us,hrv
2005-10-09T08:26:59.950Z,34.752,73.429,10,3.7,mb,6,214.5,NA,0.52,us,usp000e1c5,2014-11-07T01:27:20.366Z,Pakistan,earthquake,NA,NA,NA,1,reviewed,us,us
2005-10-09T08:03:49.600Z,34.549,73.441,10,3.7,mb,21,169,NA,0.86,us,usp000e1c4,2014-11-07T01:27:20.364Z,Pakistan,earthquake,NA,NA,NA,6,reviewed,us,us
2005-10-09T07:59:02.820Z,34.432,73.053,10,3.3,mb,16,201.2,NA,1.05,us,usp000e1c3,2014-11-07T01:27:20.362Z,Pakistan,earthquake,NA,NA,NA,5,reviewed,us,us
2005-10-09T07:36:15.340Z,34.466,73.081,10,3.6,mb,12,200,NA,0.78,us,usp000e1c2,2014-11-07T01:27:20.360Z,Pakistan,earthquake,NA,NA,NA,3,reviewed,us,us
2005-10-09T07:24:31.060Z,34.531,72.984,10,4.3,mb,9,215,NA,1.42,us,usp000e1c0,2014-11-07T01:27:20.358Z,Pakistan,earthquake,NA,NA,NA,3,reviewed,us,us
2005-10-09T07:19:12.530Z,34.396,74.102,10,3.5,mb,10,214.1,NA,0.69,us,usp000e1bz,2014-11-07T01:27:20.357Z,southwestern Kashmir,earthquake,NA,NA,NA,2,reviewed,us,us
2005-10-09T07:09:18.570Z,34.569,73.158,10,5.3,mwc,265,36.4,NA,0.8,us,usp000e1bw,2016-11-10T01:12:43.220Z,Pakistan,earthquake,NA,NA,NA,NA,reviewed,us,hrv
2005-10-09T06:51:19.560Z,34.202,73.398,10,3.6,mb,12,201.1,NA,1.4,us,usp000e1bu,2014-11-07T01:27:20.326Z,Pakistan,earthquake,NA,NA,NA,3,reviewed,us,us
2005-10-09T06:48:45.730Z,34.173,73.601,10,4.4,mb,18,187.7,NA,1.11,us,usp000e1bt,2014-11-07T01:27:20.324Z,Pakistan,earthquake,NA,NA,NA,7,reviewed,us,us
